cps19_religion,cps19_province,cps19_yob,cps19_employment,cps19_gender,cps19_education,cps19_imm,cps19_bornin_canada,cps19_econ_retro,cps19_own_fin_retro,pes19_votechoice2019,pes19_nativism1,pes19_nativism5,pes19_immigjobs,age,attitude,cpes19_immigjobs,cpes19_nativism1,cpes19_nativism5
United Church of Canada,Ontario,34,Retired,Female,Some technical,About the same number of immigrants as now,Immigrant,Stayed about the same,2,Liberal,Neither agree nor disagree,Strongly disagree,Strongly disagree,66,2.0,1.0,3.0,1.0
Catholic,Ontario,42,Working for pay full-time,Female,Completed technical,More immigrants,Immigrant,Stayed about the same,2,Liberal,Strongly agree,Somewhat disagree,Strongly disagree,58,3.0,1.0,5.0,2.0
United Church of Canada,Manitoba,38,Retired,Female,Completed secondary/ high school,Fewer immigrants,Canadian,Got worse,3,NDP,Strongly agree,Strongly disagree,Strongly disagree,62,1.0,1.0,5.0,1.0
Catholic,Quebec,36,Self employed,Female,Completed secondary/ high school,About the same number of immigrants as now,Canadian,Got worse,2,Conservative,Strongly agree,Somewhat disagree,Strongly disagree,64,2.0,1.0,5.0,2.0
Pentecostal/ Fundamentalist/ Born Again/ Evangelical,Ontario,38,Working for pay part-time,Male,Completed technical,Fewer immigrants,Canadian,Got worse,2,Conservative,Somewhat agree,Somewhat disagree,Neither agree nor disagree,62,1.0,3.0,4.0,2.0
Presbyterian,Ontario,56,Working for pay full-time,Male,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,NDP,Somewhat agree,Somewhat disagree,Somewhat agree,44,2.0,4.0,4.0,2.0
Sikh,Ontario,31,Other,Male,Master degree,Fewer immigrants,Canadian,Got worse,2,Conservative,Strongly agree,Somewhat agree,Neither agree nor disagree,69,1.0,3.0,5.0,4.0
Muslim,Alberta,80,Student,Female,Some university,More immigrants,Immigrant,Stayed about the same,2,Liberal,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,20,3.0,2.0,2.0,3.0
Catholic,Ontario,49,Self employed,Male,Completed technical,About the same number of immigrants as now,Immigrant,Got worse,3,Conservative,Somewhat agree,Somewhat disagree,Somewhat disagree,51,2.0,2.0,4.0,2.0
Catholic,Alberta,42,Working for pay full-time,Female,Completed secondary/ high school,Fewer immigrants,Canadian,Got worse,2,Conservative,Strongly agree,Somewhat agree,Somewhat agree,58,1.0,4.0,5.0,4.0
Catholic,Ontario,59,Self employed,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,3,Conservative,Somewhat agree,Somewhat agree,Somewhat disagree,41,2.0,2.0,4.0,4.0
Atheist,Ontario,59,Caring for a family,Female,Master degree,About the same number of immigrants as now,Canadian,Got worse,2,Liberal,Somewhat agree,Somewhat disagree,Somewhat disagree,41,2.0,2.0,4.0,2.0
Salvation Army,Quebec,52,Disabled,Female,Some university,Fewer immigrants,Canadian,Got worse,1,Bloc Québécois,Strongly agree,Somewhat disagree,Neither agree nor disagree,48,1.0,3.0,5.0,2.0
Catholic,Nova Scotia,60,Working for pay full-time,Female,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Got worse,2,Conservative,Somewhat agree,Strongly disagree,Neither agree nor disagree,40,2.0,3.0,4.0,1.0
Catholic,Quebec,61,Working for pay full-time,Female,Some technical,More immigrants,Canadian,Stayed about the same,2,Green Party,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,39,3.0,3.0,5.0,3.0
Catholic,Quebec,70,Working for pay full-time,Female,Bachelor degree,Fewer immigrants,Canadian,Got better,2,Liberal,Somewhat agree,Somewhat agree,Somewhat disagree,30,1.0,2.0,4.0,4.0
Agnostic,Alberta,76,Working for pay full-time,Other,Some university,More immigrants,Canadian,Stayed about the same,3,Liberal,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,24,3.0,3.0,3.0,4.0
Agnostic,British Columbia,65,Caring for a family,Female,Completed secondary/ high school,About the same number of immigrants as now,Canadian,Got better,1,NDP,Strongly disagree,Somewhat disagree,Strongly disagree,35,2.0,1.0,1.0,2.0
Catholic,Quebec,65,Working for pay full-time,Male,Some technical,Fewer immigrants,Canadian,Stayed about the same,3,Conservative,Strongly agree,Neither agree nor disagree,Somewhat agree,35,1.0,4.0,5.0,3.0
Atheist,Ontario,78,Student,Female,Some university,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Strongly disagree,Strongly disagree,Somewhat disagree,22,2.0,2.0,1.0,1.0
Atheist,British Columbia,28,Retired,Male,Some technical,About the same number of immigrants as now,Canadian,Got better,2,NDP,Neither agree nor disagree,Strongly disagree,Strongly disagree,72,2.0,1.0,3.0,1.0
Catholic,Manitoba,20,Retired,Male,Some technical,More immigrants,Canadian,Got worse,2,Conservative,Somewhat agree,Strongly disagree,Strongly disagree,80,3.0,1.0,4.0,1.0
Jewish,Ontario,68,Student,Male,Completed secondary/ high school,Fewer immigrants,Canadian,Stayed about the same,2,Liberal,Somewhat agree,Somewhat agree,Strongly agree,32,1.0,5.0,4.0,4.0
Atheist,Manitoba,74,Working for pay part-time,Female,Some university,About the same number of immigrants as now,Canadian,Stayed about the same,3,Liberal,Somewhat disagree,Strongly disagree,Strongly disagree,26,2.0,1.0,2.0,1.0
Christian Reformed,Ontario,62,Unemployed/ looking for work,Female,Completed secondary/ high school,Fewer immigrants,Canadian,Stayed about the same,2,People Party,Strongly agree,Strongly agree,Somewhat agree,38,1.0,4.0,5.0,5.0
Jewish,Ontario,61,Working for pay full-time,Female,Completed technical,Fewer immigrants,Immigrant,Got worse,3,NDP,Strongly agree,Neither agree nor disagree,Strongly agree,39,1.0,5.0,5.0,3.0
Muslim,British Columbia,54,Working for pay full-time,Male,Master degree,About the same number of immigrants as now,Immigrant,Got worse,2,Liberal,Strongly agree,Neither agree nor disagree,Somewhat disagree,46,2.0,2.0,5.0,3.0
Catholic,Ontario,31,Retired,Male,Completed technical,About the same number of immigrants as now,Canadian,Got worse,3,Conservative,Somewhat agree,Somewhat agree,Neither agree nor disagree,69,2.0,3.0,4.0,4.0
United Church of Canada,Ontario,44,Working for pay full-time,Male,Completed technical,Fewer immigrants,Canadian,Stayed about the same,2,Liberal,Somewhat agree,Somewhat disagree,Somewhat agree,56,1.0,4.0,4.0,2.0
Atheist,Ontario,35,Retired,Female,Master degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,Green Party,Neither agree nor disagree,Strongly disagree,Somewhat disagree,65,2.0,2.0,3.0,1.0
Atheist,Ontario,50,Self employed,Female,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Strongly agree,Somewhat disagree,Strongly disagree,50,2.0,1.0,5.0,2.0
Anglican,Saskatchewan,45,Working for pay full-time,Male,Completed secondary/ high school,Fewer immigrants,Canadian,Stayed about the same,3,Conservative,Strongly agree,Neither agree nor disagree,Strongly disagree,55,1.0,1.0,5.0,3.0
Anglican,Ontario,47,Working for pay full-time,Male,Professional degree or doctorate,More immigrants,Canadian,Got better,1,Liberal,Somewhat disagree,Strongly disagree,Strongly disagree,53,3.0,1.0,2.0,1.0
Catholic,Alberta,67,Other,Female,Completed secondary/ high school,About the same number of immigrants as now,Immigrant,Got worse,2,Not voted,Strongly agree,Somewhat agree,Somewhat disagree,33,2.0,2.0,5.0,4.0
Lutheran,Manitoba,13,Retired,Male,Completed elementary school,About the same number of immigrants as now,Canadian,Got worse,2,Conservative,Strongly agree,Somewhat disagree,Somewhat disagree,87,2.0,2.0,5.0,2.0
Catholic,British Columbia,27,Retired,Male,Some university,About the same number of immigrants as now,Immigrant,Stayed about the same,3,NDP,Somewhat disagree,Somewhat disagree,Strongly disagree,73,2.0,1.0,2.0,2.0
Catholic,Quebec,51,Working for pay full-time,Male,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Conservative,Somewhat agree,Somewhat disagree,Strongly disagree,49,2.0,1.0,4.0,2.0
Atheist,Alberta,54,Working for pay full-time,Female,Completed technical,Fewer immigrants,Canadian,Stayed about the same,2,Liberal,Somewhat agree,Somewhat disagree,Somewhat disagree,46,1.0,2.0,4.0,2.0
Atheist,Ontario,39,Working for pay full-time,Male,Completed technical,Fewer immigrants,Immigrant,Got better,3,Conservative,Strongly agree,Somewhat agree,Somewhat agree,61,1.0,4.0,5.0,4.0
Presbyterian,Ontario,27,Self employed,Male,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Conservative,Somewhat agree,Somewhat disagree,Somewhat disagree,73,2.0,2.0,4.0,2.0
Agnostic,Ontario,61,Working for pay full-time,Female,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Got worse,3,Liberal,Somewhat agree,Strongly disagree,Somewhat disagree,39,2.0,2.0,4.0,1.0
United Church of Canada,Ontario,60,Unemployed/ looking for work,Female,Bachelor degree,More immigrants,Canadian,Stayed about the same,3,Liberal,Somewhat disagree,Strongly disagree,Strongly disagree,40,3.0,1.0,2.0,1.0
Atheist,Ontario,75,Working for pay full-time,Female,Completed technical,Fewer immigrants,Canadian,Stayed about the same,3,NDP,Strongly agree,Strongly agree,Strongly agree,25,1.0,5.0,5.0,5.0
Baptist,British Columbia,44,Working for pay full-time,Female,Some technical,About the same number of immigrants as now,Canadian,Got worse,3,NDP,Neither agree nor disagree,Somewhat disagree,Somewhat agree,56,2.0,4.0,3.0,2.0
Catholic,Ontario,38,Retired,Female,Bachelor degree,Fewer immigrants,Canadian,Got worse,1,Conservative,Strongly agree,Neither agree nor disagree,Somewhat disagree,62,1.0,2.0,5.0,3.0
Agnostic,Ontario,69,Working for pay full-time,Female,Master degree,More immigrants,Canadian,Got better,2,NDP,Neither agree nor disagree,Strongly disagree,Strongly disagree,31,3.0,1.0,3.0,1.0
Anglican,British Columbia,29,Retired,Male,Some technical,Fewer immigrants,Canadian,Stayed about the same,2,Conservative,Somewhat agree,Somewhat disagree,Strongly disagree,71,1.0,1.0,4.0,2.0
Jewish,Quebec,33,Retired,Female,Master degree,Fewer immigrants,Canadian,Stayed about the same,2,Conservative,Strongly agree,Neither agree nor disagree,Somewhat agree,67,1.0,4.0,5.0,3.0
Atheist,Ontario,48,Working for pay full-time,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,Conservative,Somewhat agree,Strongly disagree,Strongly disagree,52,2.0,1.0,4.0,1.0
Protestant,Manitoba,46,Unemployed/ looking for work,Female,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Conservative,Strongly disagree,Strongly disagree,Strongly disagree,54,2.0,1.0,1.0,1.0
Catholic,Ontario,33,Retired,Male,Some technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Green Party,Somewhat agree,Somewhat agree,Somewhat disagree,67,2.0,2.0,4.0,4.0
Catholic,Ontario,64,Working for pay full-time,Female,Completed technical,About the same number of immigrants as now,Canadian,Got better,2,Liberal,Strongly agree,Somewhat agree,Somewhat agree,36,2.0,4.0,5.0,4.0
Atheist,Ontario,69,Working for pay full-time,Male,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,1,Conservative,Somewhat disagree,Strongly disagree,Strongly disagree,31,2.0,1.0,2.0,1.0
Anglican,Ontario,37,Working for pay full-time,Male,Some university,About the same number of immigrants as now,Canadian,Stayed about the same,1,Liberal,Somewhat agree,Somewhat disagree,Somewhat disagree,63,2.0,2.0,4.0,2.0
Catholic,Manitoba,52,Working for pay full-time,Female,Bachelor degree,Fewer immigrants,Canadian,Got worse,3,NDP,Strongly agree,Somewhat agree,Neither agree nor disagree,48,1.0,3.0,5.0,4.0
Protestant,Alberta,56,Working for pay full-time,Female,Master degree,About the same number of immigrants as now,Immigrant,Stayed about the same,2,Liberal,Neither agree nor disagree,Strongly disagree,Somewhat disagree,44,2.0,2.0,3.0,1.0
Baptist,British Columbia,46,Working for pay full-time,Male,Completed technical,Fewer immigrants,Canadian,Got worse,2,Conservative,Strongly agree,Neither agree nor disagree,Somewhat disagree,54,1.0,2.0,5.0,3.0
Hindu,Ontario,47,Unemployed/ looking for work,Female,Some university,About the same number of immigrants as now,Immigrant,Got better,2,Liberal,Strongly agree,Somewhat disagree,Strongly disagree,53,2.0,1.0,5.0,2.0
Orthodox,Ontario,51,Working for pay full-time,Male,Bachelor degree,Fewer immigrants,Canadian,Got worse,3,Conservative,Strongly agree,Neither agree nor disagree,Somewhat agree,49,1.0,4.0,5.0,3.0
Agnostic,Ontario,62,Working for pay full-time,Male,Completed secondary/ high school,More immigrants,Canadian,Stayed about the same,2,Conservative,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,38,3.0,4.0,3.0,3.0
Atheist,Quebec,78,Working for pay full-time,Male,Bachelor degree,More immigrants,Immigrant,Got worse,1,Liberal,Somewhat disagree,Strongly disagree,Strongly disagree,22,3.0,1.0,2.0,1.0
Anglican,British Columbia,28,Retired,Male,Some secondary/ high school,About the same number of immigrants as now,Canadian,Stayed about the same,3,Liberal,Somewhat agree,Somewhat disagree,Somewhat disagree,72,2.0,2.0,4.0,2.0
Atheist,Ontario,43,Caring for a family,Male,Completed technical,More immigrants,Canadian,Stayed about the same,3,Conservative,Somewhat agree,Strongly disagree,Somewhat disagree,57,3.0,2.0,4.0,1.0
Jehovahs Witness,Ontario,76,Working for pay full-time,Female,Master degree,More immigrants,Canadian,Got better,1,Liberal,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,24,3.0,3.0,3.0,4.0
United Church of Canada,British Columbia,34,Retired,Male,Completed technical,More immigrants,Canadian,Got better,2,Liberal,Somewhat agree,Strongly disagree,Strongly disagree,66,3.0,1.0,4.0,1.0
Protestant,Alberta,49,Working for pay full-time,Male,Master degree,Fewer immigrants,Canadian,Got worse,2,Conservative,Somewhat agree,Somewhat disagree,Somewhat disagree,51,1.0,2.0,4.0,2.0
Catholic,Quebec,56,Caring for family and working for pay,Female,Master degree,About the same number of immigrants as now,Canadian,Got better,1,NDP,Strongly agree,Strongly disagree,Somewhat disagree,44,2.0,2.0,5.0,1.0
Atheist,Saskatchewan,51,Unemployed/ looking for work,Female,Bachelor degree,Fewer immigrants,Canadian,Stayed about the same,3,Conservative,Strongly agree,Somewhat disagree,Strongly agree,49,1.0,5.0,5.0,2.0
United Church of Canada,British Columbia,26,Retired,Male,Some secondary/ high school,Fewer immigrants,Canadian,Got worse,3,Conservative,Strongly agree,Somewhat disagree,Neither agree nor disagree,74,1.0,3.0,5.0,2.0
Atheist,Manitoba,71,Caring for a family,Female,Completed elementary school,Fewer immigrants,Canadian,Stayed about the same,3,Conservative,Neither agree nor disagree,Somewhat agree,Somewhat agree,29,1.0,4.0,3.0,4.0
Anglican,British Columbia,36,Retired,Female,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Conservative,Somewhat agree,Strongly disagree,Strongly disagree,64,2.0,1.0,4.0,1.0
Atheist,Alberta,73,Working for pay full-time,Female,Some university,Fewer immigrants,Canadian,Got worse,1,Conservative,Somewhat agree,Somewhat disagree,Somewhat agree,27,1.0,4.0,4.0,2.0
Atheist,Manitoba,56,Working for pay full-time,Male,Completed technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,44,2.0,2.0,3.0,3.0
Catholic,Quebec,37,Retired,Male,Some technical,About the same number of immigrants as now,Canadian,Stayed about the same,2,Conservative,Strongly agree,Neither agree nor disagree,Strongly disagree,63,2.0,1.0,5.0,3.0
Atheist,Quebec,42,Retired,Male,Master degree,More immigrants,Canadian,Stayed about the same,2,NDP,Somewhat agree,Strongly disagree,Strongly agree,58,3.0,5.0,4.0,1.0
Agnostic,Alberta,70,Working for pay full-time,Female,Some university,About the same number of immigrants as now,Canadian,Got worse,3,Conservative,Somewhat disagree,Strongly disagree,Strongly disagree,30,2.0,1.0,2.0,1.0
United Church of Canada,British Columbia,29,Retired,Male,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Stayed about the same,2,Green Party,Somewhat agree,Somewhat disagree,Somewhat disagree,71,2.0,2.0,4.0,2.0
Atheist,Alberta,38,Retired,Female,Some technical,More immigrants,Canadian,Got better,3,Liberal,Somewhat agree,Strongly disagree,Strongly disagree,62,3.0,1.0,4.0,1.0
Jewish,Alberta,51,Working for pay full-time,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Got worse,3,Conservative,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,49,2.0,2.0,3.0,3.0
Atheist,Manitoba,35,Retired,Male,Professional degree or doctorate,About the same number of immigrants as now,Canadian,Got worse,2,Conservative,Somewhat agree,Strongly disagree,Strongly disagree,65,2.0,1.0,4.0,1.0
Catholic,Alberta,46,Working for pay full-time,Female,Completed secondary/ high school,Fewer immigrants,Canadian,Got worse,2,Conservative,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,54,1.0,4.0,3.0,3.0
Atheist,British Columbia,55,Working for pay full-time,Male,Bachelor degree,About the same number of immigrants as now,Canadian,Stayed about the same,2,Liberal,Somewhat disagree,Somewhat disagree,Somewhat disagree,45,2.0,2.0,2.0,2.0
Atheist,Ontario,39,Working for pay full-time,Female,Bachelor degree,About the same number of immigrants as now,Canadian,Got worse,1,Liberal,Strongly agree,Somewhat agree,Somewhat disagree,61,2.0,2.0,5.0,4.0
